,X,Y
1055,26,34
1056,27,34
1057,28,34
1058,29,34
1059,30,34
1060,31,34
1061,32,34
1062,34,34
1063,35,34
1064,36,34
1065,37,34
1066,38,34
1067,39,34
1068,43,34
1069,45,34
1070,46,34
1071,47,34
1072,48,34
1073,49,34
1074,53,34
1075,54,34
1076,55,34
1077,56,34
1078,57,34
1079,58,34
1080,59,34
1081,60,34
1082,61,34
1083,62,34
1084,63,34
1085,64,34
1086,65,34
1087,66,34
1088,67,34
1089,68,34
1090,69,34
1091,70,34
1092,71,34
1093,72,34
1094,73,34
1095,74,34
1096,75,34
1097,76,34
1098,77,34
1099,78,34
1100,79,34
1101,80,34
1102,81,34
1103,82,34
1104,83,34
1105,84,34
1106,85,34
1107,86,34
1108,87,34
1109,88,34
1110,89,34
1111,90,34
1112,91,34
1113,11,35
1114,12,35
1115,13,35
1116,14,35
1117,15,35
1118,16,35
1119,17,35
1120,18,35
1121,19,35
1122,20,35
1123,21,35
1124,22,35
1125,23,35
1126,24,35
1127,25,35
1128,26,35
1129,27,35
1130,28,35
1131,29,35
1132,30,35
1133,31,35
1134,32,35
1135,33,35
1136,34,35
1137,35,35
1138,36,35
1139,37,35
1140,43,35
1141,44,35
1142,45,35
1143,46,35
1144,47,35
1145,48,35
1146,54,35
1147,55,35
1148,56,35
1149,57,35
1150,58,35
1151,59,35
1152,60,35
1153,61,35
1154,62,35
1155,63,35
1156,64,35
1157,65,35
1158,66,35
1159,67,35
1160,68,35
1161,69,35
1162,70,35
1163,71,35
1164,72,35
1165,73,35
1166,74,35
1167,75,35
1168,76,35
1169,77,35
1170,78,35
1171,79,35
1172,80,35
1173,81,35
1174,82,35
1175,83,35
1176,84,35
1177,85,35
1178,86,35
1179,87,35
1180,88,35
1181,89,35
1182,90,35
1183,91,35
1184,92,35
1185,11,36
1186,12,36
1187,13,36
1188,14,36
1189,15,36
1190,16,36
1191,17,36
1192,18,36
1193,19,36
1194,20,36
1195,21,36
1196,22,36
1197,23,36
1198,24,36
1199,25,36
1200,26,36
1201,27,36
1202,28,36
1203,29,36
1204,30,36
1205,31,36
1206,32,36
1207,33,36
1208,34,36
1209,35,36
1210,36,36
1211,46,36
1212,47,36
1213,48,36
1214,52,36
1215,53,36
1216,54,36
1217,55,36
1218,56,36
1219,57,36
1220,58,36
1221,59,36
1222,60,36
1223,61,36
1224,62,36
1225,63,36
1226,64,36
1227,65,36
1228,66,36
1229,67,36
1230,68,36
1231,69,36
1232,70,36
1233,71,36
1234,72,36
1235,73,36
1236,74,36
1237,75,36
1238,76,36
1239,77,36
1240,78,36
1241,79,36
1242,80,36
1243,81,36
1244,82,36
1245,83,36
1246,84,36
1247,85,36
1248,86,36
1249,87,36
1250,88,36
1251,89,36
1252,90,36
1253,91,36
1254,92,36
1255,93,36
1256,94,36
1257,11,37
1258,12,37
1259,13,37
1260,14,37
1261,15,37
1262,16,37
1263,17,37
1264,18,37
1265,19,37
1266,20,37
1267,21,37
1268,22,37
1269,23,37
1270,24,37
1271,25,37
1272,26,37
1273,28,37
1274,29,37
1275,30,37
1276,31,37
1277,32,37
1278,33,37
1279,34,37
1280,35,37
1281,36,37
1282,37,37
1283,38,37
1284,40,37
1285,41,37
1286,42,37
1287,51,37
1288,52,37
1289,53,37
1290,54,37
1291,55,37
1292,56,37
1293,57,37
1294,58,37
1295,59,37
1296,60,37
1297,61,37
1298,62,37
1299,63,37
1300,64,37
1301,65,37
1302,66,37
1303,67,37
1304,68,37
1305,69,37
1306,70,37
1307,71,37
1308,72,37
1309,73,37
1310,74,37
1311,75,37
1312,76,37
1313,78,37
1314,79,37
1315,80,37
1316,81,37
1317,82,37
1318,84,37
1319,85,37
1320,86,37
1321,87,37
1322,88,37
1323,89,37
1324,90,37
1325,91,37
1326,92,37
1327,93,37
1328,94,37
1329,12,38
1330,13,38
1331,14,38
1332,15,38
1333,16,38
1334,17,38
1335,18,38
1336,19,38
1337,20,38
1338,21,38
1339,22,38
1340,23,38
1341,24,38
1342,25,38
1343,26,38
1344,28,38
1345,29,38
1346,30,38
1347,31,38
1348,32,38
1349,33,38
1350,34,38
1351,35,38
1352,36,38
1353,37,38
1354,38,38
1355,39,38
1356,40,38
1357,41,38
1358,42,38
1359,43,38
1360,44,38
1361,48,38
1362,49,38
1363,50,38
1364,51,38
1365,52,38
1366,53,38
1367,54,38
1368,55,38
1369,56,38
1370,57,38
1371,58,38
1372,59,38
1373,60,38
1374,61,38
1375,62,38
1376,63,38
1377,64,38
1378,65,38
1379,66,38
1380,67,38
1381,68,38
1382,69,38
1383,70,38
1384,71,38
1385,72,38
1386,73,38
1387,74,38
1388,75,38
1389,76,38
1390,78,38
1391,79,38
1392,80,38
1393,81,38
1394,82,38
1395,83,38
1396,84,38
1397,85,38
1398,86,38
1399,87,38
1400,88,38
1401,89,38
1402,90,38
1403,91,38
1404,92,38
1405,93,38
1406,94,38
1407,95,38
1408,96,38
1409,13,39
1410,14,39
1411,15,39
1412,16,39
1413,17,39
1414,18,39
1415,19,39
1416,20,39
1417,21,39
1418,22,39
1419,23,39
1420,24,39
1421,25,39
1422,26,39
1423,28,39
1424,29,39
1425,30,39
1426,31,39
1427,32,39
1428,33,39
1429,34,39
1430,35,39
1431,36,39
1432,37,39
1433,38,39
1434,39,39
1435,40,39
1436,41,39
1437,42,39
1438,43,39
1439,44,39
1440,45,39
1441,46,39
1442,47,39
1443,48,39
1444,49,39
1445,50,39
1446,51,39
1447,52,39
1448,53,39
1449,54,39
1450,56,39
1451,57,39
1452,58,39
1453,59,39
1454,60,39
1455,61,39
1456,62,39
1457,63,39
1458,64,39
1459,65,39
1460,66,39
1461,67,39
1462,68,39
1463,69,39
1464,70,39
1465,71,39
1466,72,39
1467,73,39
1468,74,39
1469,75,39
1470,76,39
1471,78,39
1472,79,39
1473,80,39
1474,81,39
1475,82,39
1476,83,39
1477,84,39
1478,85,39
1479,86,39
1480,87,39
1481,88,39
1482,89,39
1483,90,39
1484,91,39
1485,92,39
1486,93,39
1487,94,39
1488,95,39
1489,96,39
1490,12,40
1491,13,40
1492,14,40
1493,15,40
1494,16,40
1495,17,40
1496,18,40
1497,19,40
1498,20,40
1499,21,40
1500,22,40
1501,23,40
1502,24,40
1503,25,40
1504,26,40
1505,27,40
1506,28,40
1507,29,40
1508,30,40
1509,31,40
1510,32,40
1511,33,40
1512,34,40
1513,35,40
1514,36,40
1515,37,40
1516,38,40
1517,39,40
1518,40,40
1519,41,40
1520,42,40
1521,43,40
1522,44,40
1523,46,40
1524,47,40
1525,48,40
1526,49,40
1527,50,40
1528,51,40
1529,53,40
1530,54,40
1531,55,40
1532,56,40
1533,57,40
1534,58,40
1535,59,40
1536,60,40
1537,61,40
1538,62,40
1539,63,40
1540,64,40
1541,65,40
1542,66,40
1543,67,40
1544,68,40
1545,69,40
1546,70,40
1547,71,40
1548,72,40
1549,73,40
1550,74,40
1551,75,40
1552,77,40
1553,78,40
1554,79,40
1555,80,40
1556,81,40
1557,82,40
1558,83,40
1559,84,40
1560,85,40
1561,86,40
1562,87,40
1563,88,40
1564,89,40
1565,90,40
1566,91,40
1567,92,40
1568,93,40
1569,94,40
1570,95,40
1571,96,40
1572,97,40
1573,12,41
1574,13,41
1575,14,41
1576,15,41
1577,16,41
1578,17,41
1579,18,41
1580,19,41
1581,20,41
1582,21,41
1583,22,41
1584,23,41
1585,24,41
1586,25,41
1587,26,41
1588,27,41
1589,28,41
1590,29,41
1591,30,41
1592,31,41
1593,32,41
1594,33,41
1595,34,41
1596,35,41
1597,36,41
1598,37,41
1599,38,41
1600,39,41
1601,40,41
1602,41,41
1603,42,41
1604,43,41
1605,44,41
1606,46,41
1607,47,41
1608,48,41
1609,49,41
1610,50,41
1611,51,41
1612,53,41
1613,54,41
1614,55,41
1615,56,41
1616,57,41
1617,58,41
1618,59,41
1619,60,41
1620,61,41
1621,62,41
1622,63,41
1623,64,41
1624,65,41
1625,66,41
1626,67,41
1627,68,41
1628,70,41
1629,71,41
1630,72,41
1631,73,41
1632,74,41
1633,75,41
1634,77,41
1635,78,41
1636,79,41
1637,80,41
1638,81,41
1639,82,41
1640,83,41
1641,84,41
1642,85,41
1643,86,41
1644,87,41
1645,88,41
1646,89,41
1647,90,41
1648,91,41
1649,92,41
1650,93,41
1651,94,41
1652,95,41
1653,96,41
1654,97,41
1655,98,41
1656,13,42
1657,14,42
1658,15,42
1659,16,42
1660,17,42
1661,18,42
1662,19,42
1663,20,42
1664,21,42
1665,22,42
1666,23,42
1667,24,42
1668,25,42
1669,26,42
1670,27,42
1671,28,42
1672,29,42
1673,30,42
1674,31,42
1675,32,42
1676,33,42
1677,34,42
1678,35,42
1679,36,42
1680,37,42
1681,38,42
1682,39,42
1683,40,42
1684,41,42
1685,42,42
1686,43,42
1687,44,42
1688,45,42
1689,46,42
1690,47,42
1691,48,42
1692,49,42
1693,50,42
1694,51,42
1695,52,42
1696,53,42
1697,54,42
1698,55,42
1699,56,42
1700,57,42
1701,58,42
1702,59,42
1703,60,42
1704,61,42
1705,62,42
1706,63,42
1707,64,42
1708,65,42
1709,66,42
1710,67,42
1711,68,42
1712,69,42
1713,70,42
1714,71,42
1715,72,42
1716,73,42
1717,74,42
1718,76,42
1719,77,42
1720,78,42
1721,79,42
1722,80,42
1723,81,42
1724,82,42
1725,83,42
1726,84,42
1727,85,42
1728,86,42
1729,87,42
1730,88,42
1731,89,42
1732,90,42
1733,91,42
1734,92,42
1735,93,42
1736,94,42
1737,95,42
1738,96,42
1739,97,42
1740,98,42
1741,99,42
1742,13,43
1743,14,43
1744,15,43
1745,16,43
1746,17,43
1747,18,43
1748,19,43
1749,20,43
1750,21,43
1751,22,43
1752,23,43
1753,24,43
1754,25,43
1755,26,43
1756,27,43
1757,28,43
1758,29,43
1759,30,43
1760,31,43
1761,32,43
1762,33,43
1763,34,43
1764,35,43
1765,36,43
1766,37,43
1767,38,43
1768,39,43
1769,40,43
1770,41,43
1771,42,43
1772,43,43
1773,44,43
1774,45,43
1775,46,43
1776,47,43
1777,48,43
1778,49,43
1779,50,43
1780,51,43
1781,52,43
1782,53,43
1783,54,43
1784,55,43
1785,56,43
1786,57,43
1787,58,43
1788,59,43
1789,60,43
1790,61,43
1791,62,43
1792,63,43
1793,64,43
1794,65,43
1795,66,43
1796,67,43
1797,68,43
1798,69,43
1799,70,43
1800,71,43
1801,72,43
1802,73,43
1803,74,43
1804,76,43
1805,77,43
1806,78,43
1807,79,43
1808,80,43
1809,82,43
1810,83,43
1811,84,43
1812,85,43
1813,87,43
1814,89,43
1815,90,43
1816,91,43
1817,92,43
1818,93,43
1819,94,43
1820,95,43
1821,96,43
1822,97,43
1823,98,43
1824,99,43
1825,100,43
1826,14,44
1827,15,44
1828,16,44
1829,17,44
1830,18,44
1831,19,44
1832,20,44
1833,21,44
1834,22,44
1835,23,44
1836,24,44
1837,25,44
1838,26,44
1839,27,44
1840,28,44
1841,29,44
1842,30,44
1843,31,44
1844,32,44
1845,33,44
1846,34,44
1847,35,44
1848,36,44
1849,37,44
1850,38,44
1851,39,44
1852,40,44
1853,41,44
1854,42,44
1855,43,44
1856,44,44
1857,45,44
1858,46,44
1859,47,44
1860,48,44
1861,49,44
1862,50,44
1863,51,44
1864,52,44
1865,53,44
1866,54,44
1867,55,44
1868,56,44
1869,57,44
1870,58,44
1871,59,44
1872,60,44
1873,61,44
1874,62,44
1875,63,44
1876,64,44
1877,65,44
1878,66,44
1879,67,44
1880,68,44
1881,69,44
1882,70,44
1883,71,44
1884,72,44
1885,73,44
1886,74,44
1887,75,44
1888,76,44
1889,77,44
1890,78,44
1891,79,44
1892,80,44
1893,81,44
1894,82,44
1895,83,44
1896,84,44
1897,85,44
1898,86,44
1899,87,44
1900,88,44
1901,89,44
1902,90,44
1903,91,44
1904,92,44
1905,93,44
1906,94,44
1907,95,44
1908,96,44
1909,97,44
1910,98,44
1911,99,44
1912,100,44
1913,101,44
1914,14,45
1915,15,45
1916,16,45
1917,17,45
1918,18,45
1919,19,45
1920,20,45
1921,21,45
1922,22,45
1923,23,45
1924,24,45
1925,25,45
1926,26,45
1927,27,45
1928,28,45
1929,29,45
1930,30,45
1931,31,45
1932,32,45
1933,33,45
1934,34,45
1935,35,45
1936,36,45
1937,37,45
1938,38,45
1939,39,45
1940,40,45
1941,41,45
1942,42,45
1943,43,45
1944,44,45
1945,45,45
1946,46,45
1947,47,45
1948,48,45
1949,49,45
1950,50,45
1951,51,45
1952,52,45
1953,53,45
1954,54,45
1955,55,45
1956,56,45
1957,57,45
1958,58,45
1959,59,45
1960,60,45
1961,61,45
1962,62,45
1963,63,45
1964,64,45
1965,65,45
1966,66,45
1967,67,45
1968,68,45
1969,69,45
1970,70,45
1971,71,45
1972,72,45
1973,73,45
1974,74,45
1975,75,45
1976,76,45
1977,77,45
1978,79,45
1979,80,45
1980,81,45
1981,82,45
1982,83,45
1983,84,45
1984,85,45
1985,86,45
1986,87,45
1987,88,45
1988,89,45
1989,90,45
1990,91,45
1991,92,45
1992,93,45
1993,94,45
1994,95,45
1995,96,45
1996,97,45
1997,98,45
1998,99,45
1999,100,45
2000,101,45
2001,102,45
2002,13,46
2003,14,46
2004,15,46
2005,16,46
2006,17,46
2007,18,46
2008,19,46
2009,20,46
2010,21,46
2011,22,46
2012,23,46
2013,24,46
2014,25,46
2015,26,46
2016,27,46
2017,28,46
2018,29,46
2019,30,46
2020,31,46
2021,32,46
2022,33,46
2023,34,46
2024,35,46
2025,36,46
2026,37,46
2027,38,46
2028,39,46
2029,40,46
2030,41,46
2031,42,46
2032,43,46
2033,44,46
2034,45,46
2035,46,46
2036,47,46
2037,48,46
2038,49,46
2039,50,46
2040,51,46
2041,52,46
2042,53,46
2043,54,46
2044,55,46
2045,56,46
2046,57,46
2047,58,46
2048,59,46
2049,60,46
2050,61,46
2051,62,46
2052,63,46
2053,64,46
2054,65,46
2055,66,46
2056,67,46
2057,68,46
2058,69,46
2059,70,46
2060,71,46
2061,72,46
2062,73,46
2063,74,46
2064,75,46
2065,76,46
2066,77,46
2067,78,46
2068,79,46
2069,80,46
2070,81,46
2071,82,46
2072,83,46
2073,84,46
2074,85,46
2075,86,46
2076,87,46
2077,88,46
2078,89,46
2079,90,46
2080,91,46
2081,92,46
2082,93,46
2083,94,46
2084,95,46
2085,96,46
2086,97,46
2087,98,46
2088,99,46
2089,100,46
2090,101,46
2091,102,46
2092,103,46
2093,13,47
2094,14,47
2095,15,47
2096,16,47
2097,17,47
2098,18,47
2099,19,47
2100,20,47
2101,21,47
2102,22,47
2103,23,47
2104,24,47
2105,25,47
2106,26,47
2107,27,47
2108,28,47
2109,29,47
2110,30,47
2111,31,47
2112,32,47
2113,33,47
2114,34,47
2115,35,47
2116,36,47
2117,37,47
2118,38,47
2119,39,47
2120,40,47
2121,41,47
2122,42,47
2123,43,47
2124,44,47
2125,45,47
2126,46,47
2127,47,47
2128,48,47
2129,49,47
2130,50,47
2131,51,47
2132,52,47
2133,53,47
2134,54,47
2135,55,47
2136,56,47
2137,57,47
2138,58,47
2139,59,47
