,X,Y
2140,60,47
2141,61,47
2142,62,47
2143,63,47
2144,64,47
2145,65,47
2146,66,47
2147,67,47
2148,68,47
2149,69,47
2150,70,47
2151,71,47
2152,72,47
2153,73,47
2154,74,47
2155,75,47
2156,76,47
2157,77,47
2158,79,47
2159,80,47
2160,82,47
2161,83,47
2162,84,47
2163,85,47
2164,86,47
2165,87,47
2166,88,47
2167,89,47
2168,90,47
2169,91,47
2170,92,47
2171,93,47
2172,94,47
2173,95,47
2174,96,47
2175,97,47
2176,98,47
2177,99,47
2178,100,47
2179,101,47
2180,102,47
2181,103,47
2182,104,47
2183,13,48
2184,14,48
2185,15,48
2186,16,48
2187,17,48
2188,18,48
2189,19,48
2190,20,48
2191,21,48
2192,22,48
2193,23,48
2194,24,48
2195,25,48
2196,26,48
2197,27,48
2198,28,48
2199,29,48
2200,30,48
2201,31,48
2202,32,48
2203,33,48
2204,34,48
2205,35,48
2206,36,48
2207,37,48
2208,38,48
2209,39,48
2210,40,48
2211,41,48
2212,42,48
2213,43,48
2214,44,48
2215,45,48
2216,46,48
2217,47,48
2218,48,48
2219,49,48
2220,50,48
2221,51,48
2222,53,48
2223,54,48
2224,55,48
2225,56,48
2226,57,48
2227,58,48
2228,59,48
2229,60,48
2230,61,48
2231,62,48
2232,63,48
2233,64,48
2234,65,48
2235,66,48
2236,67,48
2237,68,48
2238,69,48
2239,70,48
2240,71,48
2241,72,48
2242,73,48
2243,74,48
2244,75,48
2245,76,48
2246,77,48
2247,79,48
2248,80,48
2249,81,48
2250,83,48
2251,84,48
2252,85,48
2253,86,48
2254,87,48
2255,88,48
2256,89,48
2257,90,48
2258,91,48
2259,92,48
2260,93,48
2261,94,48
2262,95,48
2263,96,48
2264,97,48
2265,98,48
2266,99,48
2267,100,48
2268,101,48
2269,102,48
2270,103,48
2271,104,48
2272,105,48
2273,13,49
2274,14,49
2275,15,49
2276,16,49
2277,17,49
2278,18,49
2279,19,49
2280,20,49
2281,21,49
2282,22,49
2283,23,49
2284,24,49
2285,25,49
2286,26,49
2287,27,49
2288,28,49
2289,29,49
2290,30,49
2291,31,49
2292,32,49
2293,33,49
2294,34,49
2295,35,49
2296,36,49
2297,37,49
2298,38,49
2299,39,49
2300,40,49
2301,41,49
2302,42,49
2303,43,49
2304,44,49
2305,45,49
2306,46,49
2307,47,49
2308,48,49
2309,49,49
2310,50,49
2311,51,49
2312,52,49
2313,53,49
2314,54,49
2315,55,49
2316,56,49
2317,57,49
2318,58,49
2319,59,49
2320,60,49
2321,61,49
2322,62,49
2323,63,49
2324,64,49
2325,65,49
2326,66,49
2327,67,49
2328,68,49
2329,69,49
2330,70,49
2331,71,49
2332,72,49
2333,73,49
2334,74,49
2335,75,49
2336,76,49
2337,77,49
2338,79,49
2339,80,49
2340,81,49
2341,82,49
2342,84,49
2343,85,49
2344,86,49
2345,87,49
2346,88,49
2347,89,49
2348,90,49
2349,91,49
2350,92,49
2351,93,49
2352,94,49
2353,95,49
2354,96,49
2355,97,49
2356,98,49
2357,99,49
2358,100,49
2359,101,49
2360,102,49
2361,103,49
2362,104,49
2363,105,49
2364,106,49
2365,14,50
2366,15,50
2367,16,50
2368,17,50
2369,18,50
2370,19,50
2371,20,50
2372,21,50
2373,22,50
2374,23,50
2375,24,50
2376,25,50
2377,26,50
2378,27,50
2379,28,50
2380,29,50
2381,30,50
2382,31,50
2383,32,50
2384,33,50
2385,34,50
2386,35,50
2387,36,50
2388,37,50
2389,38,50
2390,39,50
2391,40,50
2392,41,50
2393,42,50
2394,43,50
2395,44,50
2396,45,50
2397,46,50
2398,47,50
2399,48,50
2400,49,50
2401,50,50
2402,51,50
2403,52,50
2404,53,50
2405,54,50
2406,55,50
2407,56,50
2408,57,50
2409,58,50
2410,59,50
2411,60,50
2412,61,50
2413,62,50
2414,63,50
2415,64,50
2416,65,50
2417,66,50
2418,67,50
2419,68,50
2420,69,50
2421,70,50
2422,71,50
2423,72,50
2424,73,50
2425,74,50
2426,75,50
2427,76,50
2428,77,50
2429,78,50
2430,79,50
2431,80,50
2432,81,50
2433,82,50
2434,83,50
2435,84,50
2436,85,50
2437,86,50
2438,87,50
2439,88,50
2440,89,50
2441,90,50
2442,91,50
2443,92,50
2444,93,50
2445,94,50
2446,95,50
2447,96,50
2448,97,50
2449,98,50
2450,99,50
2451,100,50
2452,101,50
2453,102,50
2454,103,50
2455,104,50
2456,105,50
2457,106,50
2458,107,50
2459,14,51
2460,15,51
2461,16,51
2462,17,51
2463,18,51
2464,19,51
2465,20,51
2466,21,51
2467,22,51
2468,23,51
2469,24,51
2470,25,51
2471,26,51
2472,27,51
2473,28,51
2474,29,51
2475,30,51
2476,31,51
2477,32,51
2478,33,51
2479,34,51
2480,35,51
2481,36,51
2482,37,51
2483,38,51
2484,39,51
2485,40,51
2486,41,51
2487,42,51
2488,43,51
2489,44,51
2490,45,51
2491,46,51
2492,47,51
2493,48,51
2494,49,51
2495,50,51
2496,51,51
2497,52,51
2498,53,51
2499,54,51
2500,55,51
2501,56,51
2502,57,51
2503,58,51
2504,59,51
2505,60,51
2506,61,51
2507,62,51
2508,63,51
2509,64,51
2510,65,51
2511,66,51
2512,67,51
2513,68,51
2514,69,51
2515,70,51
2516,71,51
2517,72,51
2518,73,51
2519,74,51
2520,75,51
2521,76,51
2522,77,51
2523,78,51
2524,79,51
2525,80,51
2526,81,51
2527,82,51
2528,83,51
2529,84,51
2530,85,51
2531,86,51
2532,87,51
2533,88,51
2534,89,51
2535,90,51
2536,91,51
2537,92,51
2538,93,51
2539,94,51
2540,95,51
2541,96,51
2542,97,51
2543,98,51
2544,99,51
2545,100,51
2546,101,51
2547,102,51
2548,103,51
2549,104,51
2550,105,51
2551,106,51
2552,107,51
2553,108,51
2554,109,51
2555,14,52
2556,15,52
2557,16,52
2558,17,52
2559,18,52
2560,19,52
2561,20,52
2562,21,52
2563,22,52
2564,23,52
2565,24,52
2566,25,52
2567,26,52
2568,27,52
2569,28,52
2570,29,52
2571,30,52
2572,31,52
2573,32,52
2574,33,52
2575,34,52
2576,35,52
2577,36,52
2578,37,52
2579,38,52
2580,39,52
2581,40,52
2582,41,52
2583,42,52
2584,43,52
2585,44,52
2586,45,52
2587,46,52
2588,47,52
2589,48,52
2590,49,52
2591,50,52
2592,51,52
2593,52,52
2594,53,52
2595,54,52
2596,55,52
2597,56,52
2598,57,52
2599,58,52
2600,59,52
2601,60,52
2602,61,52
2603,62,52
2604,63,52
2605,64,52
2606,65,52
2607,66,52
2608,67,52
2609,68,52
2610,69,52
2611,70,52
2612,71,52
2613,72,52
2614,73,52
2615,74,52
2616,75,52
2617,76,52
2618,77,52
2619,78,52
2620,79,52
2621,80,52
2622,81,52
2623,82,52
2624,83,52
2625,84,52
2626,85,52
2627,86,52
2628,87,52
2629,88,52
2630,89,52
2631,90,52
2632,91,52
2633,92,52
2634,93,52
2635,94,52
2636,95,52
2637,96,52
2638,97,52
2639,98,52
2640,99,52
2641,100,52
2642,101,52
2643,102,52
2644,103,52
2645,104,52
2646,105,52
2647,106,52
2648,107,52
2649,108,52
2650,109,52
2651,110,52
2652,15,53
2653,16,53
2654,17,53
2655,18,53
2656,19,53
2657,20,53
2658,21,53
2659,22,53
2660,23,53
2661,24,53
2662,25,53
2663,26,53
2664,27,53
2665,28,53
2666,29,53
2667,30,53
2668,31,53
2669,32,53
2670,33,53
2671,34,53
2672,35,53
2673,36,53
2674,37,53
2675,38,53
2676,39,53
2677,40,53
2678,41,53
2679,42,53
2680,43,53
2681,44,53
2682,45,53
2683,46,53
2684,48,53
2685,49,53
2686,50,53
2687,51,53
2688,52,53
2689,53,53
2690,54,53
2691,55,53
2692,56,53
2693,57,53
2694,58,53
2695,59,53
2696,60,53
2697,61,53
2698,62,53
2699,63,53
2700,64,53
2701,65,53
2702,66,53
2703,67,53
2704,68,53
2705,69,53
2706,70,53
2707,71,53
2708,72,53
2709,73,53
2710,74,53
2711,75,53
2712,76,53
2713,77,53
2714,78,53
2715,79,53
2716,80,53
2717,81,53
2718,82,53
2719,83,53
2720,84,53
2721,85,53
2722,86,53
2723,87,53
2724,88,53
2725,89,53
2726,90,53
2727,91,53
2728,92,53
2729,93,53
2730,94,53
2731,95,53
2732,96,53
2733,97,53
2734,98,53
2735,99,53
2736,100,53
2737,101,53
2738,102,53
2739,103,53
2740,104,53
2741,105,53
2742,106,53
2743,107,53
2744,108,53
2745,109,53
2746,110,53
2747,111,53
2748,16,54
2749,17,54
2750,18,54
2751,19,54
2752,20,54
2753,21,54
2754,22,54
2755,23,54
2756,24,54
2757,25,54
2758,26,54
2759,27,54
2760,28,54
2761,30,54
2762,31,54
2763,32,54
2764,33,54
2765,34,54
2766,35,54
2767,36,54
2768,37,54
2769,38,54
2770,39,54
2771,40,54
2772,41,54
2773,42,54
2774,43,54
2775,44,54
2776,45,54
2777,46,54
2778,47,54
2779,48,54
2780,49,54
2781,50,54
2782,51,54
2783,52,54
2784,53,54
2785,54,54
2786,55,54
2787,56,54
2788,57,54
2789,58,54
2790,59,54
2791,60,54
2792,61,54
2793,62,54
2794,63,54
2795,64,54
2796,65,54
2797,66,54
2798,67,54
2799,68,54
2800,69,54
2801,70,54
2802,71,54
2803,72,54
2804,73,54
2805,74,54
2806,75,54
2807,76,54
2808,77,54
2809,78,54
2810,79,54
2811,80,54
2812,81,54
2813,82,54
2814,83,54
2815,84,54
2816,85,54
2817,86,54
2818,87,54
2819,88,54
2820,89,54
2821,90,54
2822,91,54
2823,92,54
2824,93,54
2825,94,54
2826,95,54
2827,96,54
2828,97,54
2829,98,54
2830,99,54
2831,100,54
2832,101,54
2833,102,54
2834,103,54
2835,104,54
2836,105,54
2837,106,54
2838,107,54
2839,108,54
2840,109,54
2841,110,54
2842,111,54
2843,112,54
2844,113,54
2845,15,55
2846,16,55
2847,17,55
2848,18,55
2849,19,55
2850,20,55
2851,21,55
2852,22,55
2853,23,55
2854,24,55
2855,25,55
2856,26,55
2857,27,55
2858,28,55
2859,30,55
2860,31,55
2861,32,55
2862,33,55
2863,34,55
2864,36,55
2865,37,55
2866,38,55
2867,39,55
2868,40,55
2869,41,55
2870,42,55
2871,43,55
2872,44,55
2873,45,55
2874,46,55
2875,47,55
2876,48,55
2877,49,55
2878,50,55
2879,51,55
2880,52,55
2881,53,55
2882,54,55
2883,55,55
2884,56,55
2885,57,55
2886,58,55
2887,59,55
2888,60,55
2889,61,55
2890,62,55
2891,63,55
2892,64,55
2893,65,55
2894,66,55
2895,67,55
2896,68,55
2897,69,55
2898,70,55
2899,71,55
2900,72,55
2901,73,55
2902,74,55
2903,75,55
2904,76,55
2905,77,55
2906,78,55
2907,79,55
2908,80,55
2909,81,55
2910,82,55
2911,83,55
2912,84,55
2913,85,55
2914,86,55
2915,87,55
2916,88,55
2917,89,55
2918,90,55
2919,91,55
2920,92,55
2921,93,55
2922,94,55
2923,95,55
2924,96,55
2925,97,55
2926,98,55
2927,99,55
2928,100,55
2929,101,55
2930,102,55
2931,103,55
2932,104,55
2933,105,55
2934,106,55
2935,107,55
2936,108,55
2937,109,55
2938,110,55
2939,111,55
2940,112,55
2941,113,55
2942,114,55
2943,16,56
2944,17,56
2945,18,56
2946,19,56
2947,20,56
2948,21,56
2949,22,56
2950,23,56
2951,24,56
2952,25,56
2953,26,56
2954,27,56
2955,28,56
2956,29,56
2957,30,56
2958,31,56
2959,32,56
2960,33,56
2961,34,56
2962,35,56
2963,36,56
2964,37,56
2965,38,56
2966,40,56
2967,41,56
2968,42,56
2969,43,56
2970,44,56
2971,45,56
2972,46,56
2973,47,56
2974,48,56
2975,49,56
2976,50,56
2977,51,56
2978,52,56
2979,53,56
2980,54,56
2981,55,56
2982,56,56
2983,57,56
2984,58,56
2985,59,56
2986,60,56
2987,61,56
2988,62,56
2989,63,56
2990,64,56
2991,65,56
2992,66,56
2993,67,56
2994,68,56
2995,69,56
2996,70,56
2997,71,56
2998,72,56
2999,73,56
3000,74,56
3001,75,56
3002,76,56
3003,77,56
3004,78,56
3005,79,56
3006,80,56
3007,81,56
3008,82,56
3009,83,56
3010,84,56
3011,86,56
3012,87,56
3013,88,56
3014,89,56
3015,90,56
3016,91,56
3017,92,56
3018,93,56
3019,94,56
3020,95,56
3021,96,56
3022,97,56
3023,98,56
3024,99,56
3025,100,56
3026,101,56
3027,102,56
3028,103,56
3029,104,56
3030,105,56
3031,106,56
3032,107,56
3033,108,56
3034,109,56
3035,110,56
3036,111,56
3037,112,56
3038,113,56
3039,114,56
3040,115,56
3041,16,57
3042,17,57
3043,18,57
3044,19,57
3045,20,57
3046,21,57
3047,22,57
3048,23,57
3049,24,57
3050,25,57
3051,26,57
3052,27,57
3053,28,57
3054,29,57
3055,30,57
3056,31,57
3057,32,57
3058,33,57
3059,34,57
3060,35,57
3061,36,57
3062,37,57
3063,38,57
3064,39,57
3065,40,57
3066,41,57
3067,42,57
3068,43,57
3069,44,57
3070,46,57
3071,47,57
3072,48,57
3073,49,57
3074,50,57
3075,51,57
3076,52,57
3077,53,57
3078,54,57
3079,55,57
3080,56,57
3081,57,57
3082,58,57
3083,59,57
3084,60,57
3085,61,57
3086,62,57
3087,63,57
3088,64,57
3089,65,57
3090,66,57
3091,67,57
3092,68,57
3093,69,57
3094,70,57
3095,71,57
3096,72,57
3097,73,57
3098,74,57
3099,75,57
3100,76,57
3101,77,57
3102,78,57
3103,79,57
3104,80,57
3105,81,57
3106,82,57
3107,83,57
3108,84,57
3109,85,57
3110,86,57
3111,87,57
3112,88,57
3113,89,57
3114,90,57
3115,91,57
3116,92,57
3117,93,57
3118,94,57
3119,95,57
3120,96,57
3121,97,57
3122,98,57
3123,99,57
3124,100,57
3125,101,57
3126,102,57
3127,103,57
3128,104,57
3129,105,57
3130,106,57
3131,107,57
3132,108,57
3133,109,57
3134,110,57
3135,111,57
3136,112,57
3137,113,57
3138,114,57
3139,115,57
3140,116,57
3141,16,58
3142,17,58
3143,18,58
3144,19,58
3145,20,58
3146,21,58
3147,22,58
3148,23,58
3149,24,58
3150,25,58
3151,26,58
3152,27,58
3153,28,58
3154,29,58
3155,30,58
3156,31,58
3157,32,58
3158,33,58
3159,34,58
3160,35,58
3161,36,58
3162,37,58
3163,38,58
3164,39,58
3165,40,58
3166,42,58
3167,43,58
3168,44,58
3169,45,58
3170,46,58
3171,47,58
3172,48,58
3173,49,58
3174,50,58
3175,51,58
3176,52,58
3177,53,58
3178,54,58
3179,55,58
3180,56,58
3181,57,58
3182,58,58
3183,59,58
3184,60,58
3185,61,58
3186,62,58
3187,63,58
3188,64,58
3189,65,58
3190,66,58
3191,67,58
3192,68,58
3193,69,58
3194,70,58
3195,71,58
3196,72,58
3197,73,58
3198,74,58
3199,75,58
3200,76,58
3201,77,58
3202,78,58
3203,79,58
3204,80,58
3205,81,58
3206,82,58
3207,83,58
3208,84,58
3209,85,58
3210,86,58
3211,87,58
3212,88,58
3213,89,58
3214,90,58
3215,91,58
3216,92,58
3217,93,58
3218,94,58
3219,95,58
3220,96,58
3221,97,58
3222,98,58
3223,99,58
3224,100,58
3225,101,58
3226,102,58
3227,103,58
3228,104,58
3229,105,58
3230,106,58
3231,107,58
3232,108,58
3233,109,58
3234,110,58
3235,111,58
3236,112,58
3237,113,58
3238,114,58
3239,116,58
3240,117,58
3241,16,59
3242,17,59
3243,18,59
3244,19,59
3245,20,59
3246,21,59
3247,22,59
3248,23,59
3249,24,59
3250,25,59
3251,26,59
3252,27,59
3253,28,59
3254,29,59
3255,30,59
3256,31,59
3257,32,59
3258,33,59
3259,34,59
3260,35,59
3261,36,59
3262,37,59
3263,38,59
3264,39,59
3265,40,59
3266,41,59
3267,42,59
3268,43,59
3269,44,59
3270,45,59
3271,46,59
3272,47,59
3273,48,59
3274,49,59
3275,50,59
3276,51,59
3277,52,59
3278,53,59
3279,54,59
3280,55,59
3281,56,59
3282,57,59
3283,58,59
3284,59,59
3285,60,59
3286,61,59
3287,62,59
3288,63,59
3289,64,59
3290,65,59
3291,66,59
3292,67,59
3293,68,59
3294,69,59
3295,70,59
3296,71,59
3297,72,59
3298,73,59
3299,74,59
3300,75,59
3301,76,59
3302,77,59
3303,78,59
3304,79,59
3305,80,59
3306,81,59
3307,82,59
3308,83,59
3309,84,59
3310,85,59
3311,87,59
3312,88,59
3313,89,59
3314,90,59
3315,91,59
3316,92,59
3317,93,59
3318,94,59
3319,95,59
3320,96,59
3321,97,59
3322,98,59
3323,99,59
3324,100,59
3325,101,59
3326,102,59
3327,103,59
3328,104,59
3329,105,59
3330,106,59
3331,107,59
3332,108,59
3333,109,59
3334,110,59
3335,111,59
3336,112,59
3337,113,59
3338,114,59
3339,115,59
3340,116,59
3341,117,59
3342,118,59
3343,119,59
3344,17,60
3345,18,60
3346,19,60
3347,20,60
3348,21,60
3349,22,60
3350,23,60
3351,24,60
3352,25,60
3353,26,60
3354,27,60
3355,28,60
3356,29,60
3357,30,60
3358,31,60
3359,32,60
3360,33,60
3361,34,60
3362,35,60
3363,36,60
3364,37,60
3365,38,60
3366,39,60
3367,40,60
3368,41,60
3369,42,60
3370,43,60
3371,44,60
3372,45,60
3373,46,60
3374,47,60
3375,48,60
3376,49,60
3377,50,60
3378,51,60
3379,52,60
3380,53,60
3381,54,60
3382,55,60
3383,56,60
3384,57,60
3385,58,60
3386,59,60
3387,60,60
3388,61,60
3389,62,60
3390,63,60
3391,64,60
3392,65,60
3393,66,60
3394,67,60
3395,68,60
3396,69,60
3397,70,60
3398,71,60
3399,72,60
3400,73,60
3401,74,60
3402,75,60
3403,76,60
3404,77,60
3405,78,60
3406,79,60
3407,80,60
3408,81,60
3409,82,60
3410,83,60
3411,84,60
3412,85,60
3413,86,60
3414,87,60
3415,88,60
3416,89,60
3417,90,60
3418,91,60
3419,92,60
3420,93,60
3421,94,60
3422,95,60
3423,96,60
3424,97,60
3425,98,60
3426,99,60
3427,100,60
3428,101,60
3429,102,60
3430,103,60
3431,104,60
3432,105,60
3433,106,60
3434,107,60
3435,108,60
3436,109,60
3437,110,60
3438,111,60
3439,112,60
3440,113,60
3441,114,60
3442,115,60
3443,116,60
3444,117,60
3445,118,60
3446,119,60
3447,120,60
3448,17,61
3449,18,61
3450,19,61
3451,20,61
3452,21,61
3453,22,61
3454,23,61
3455,24,61
3456,25,61
3457,26,61
3458,27,61
3459,28,61
3460,29,61
3461,30,61
3462,31,61
3463,32,61
3464,33,61
3465,34,61
3466,35,61
3467,36,61
3468,37,61
3469,38,61
3470,39,61
3471,40,61
3472,41,61
3473,42,61
3474,43,61
3475,44,61
3476,45,61
3477,46,61
3478,47,61
3479,48,61
3480,49,61
3481,50,61
3482,51,61
3483,52,61
3484,53,61
3485,54,61
3486,55,61
3487,56,61
3488,57,61
3489,58,61
3490,59,61
3491,61,61
3492,62,61
3493,63,61
3494,64,61
3495,65,61
3496,66,61
3497,67,61
3498,68,61
3499,69,61
3500,70,61
3501,71,61
3502,72,61
3503,73,61
3504,74,61
3505,75,61
3506,76,61
3507,77,61
3508,78,61
3509,79,61
3510,80,61
3511,81,61
3512,82,61
3513,83,61
3514,84,61
3515,85,61
3516,86,61
3517,87,61
3518,88,61
3519,89,61
3520,90,61
3521,91,61
3522,92,61
3523,93,61
3524,94,61
3525,95,61
3526,96,61
3527,97,61
3528,98,61
3529,99,61
3530,100,61
3531,101,61
3532,102,61
3533,103,61
3534,104,61
3535,105,61
3536,106,61
3537,107,61
3538,108,61
3539,109,61
3540,110,61
3541,111,61
3542,112,61
3543,113,61
3544,114,61
3545,115,61
3546,116,61
3547,117,61
3548,118,61
3549,119,61
3550,120,61
3551,121,61
3552,17,62
3553,18,62
3554,19,62
3555,20,62
3556,21,62
3557,22,62
3558,23,62
3559,24,62
3560,25,62
3561,26,62
3562,27,62
3563,28,62
3564,29,62
3565,30,62
3566,31,62
3567,32,62
3568,33,62
3569,34,62
3570,35,62
3571,36,62
3572,37,62
3573,38,62
3574,39,62
3575,40,62
3576,41,62
3577,42,62
3578,43,62
3579,44,62
3580,45,62
3581,46,62
3582,47,62
3583,48,62
3584,49,62
3585,50,62
3586,51,62
3587,52,62
3588,53,62
3589,54,62
3590,55,62
3591,56,62
3592,57,62
3593,58,62
3594,59,62
3595,60,62
3596,61,62
3597,62,62
3598,63,62
3599,64,62
3600,65,62
3601,66,62
3602,67,62
3603,68,62
3604,69,62
3605,70,62
3606,71,62
3607,72,62
3608,73,62
3609,74,62
3610,75,62
3611,76,62
3612,77,62
3613,78,62
3614,79,62
3615,80,62
3616,81,62
3617,82,62
3618,83,62
3619,84,62
3620,85,62
3621,86,62
3622,87,62
3623,88,62
3624,90,62
3625,91,62
3626,92,62
3627,93,62
3628,94,62
3629,95,62
3630,96,62
3631,97,62
3632,98,62
3633,99,62
3634,100,62
3635,101,62
3636,102,62
3637,103,62
3638,104,62
3639,105,62
3640,106,62
3641,107,62
3642,108,62
3643,109,62
3644,110,62
3645,111,62
3646,112,62
3647,113,62
3648,114,62
3649,115,62
3650,116,62
3651,117,62
3652,118,62
3653,119,62
3654,120,62
3655,121,62
3656,122,62
3657,17,63
3658,18,63
3659,19,63
3660,20,63
3661,21,63
3662,22,63
3663,23,63
3664,24,63
3665,25,63
3666,26,63
3667,27,63
3668,28,63
3669,29,63
3670,30,63
3671,31,63
3672,32,63
3673,33,63
3674,34,63
3675,35,63
3676,36,63
3677,37,63
3678,38,63
3679,39,63
3680,40,63
3681,41,63
3682,42,63
3683,43,63
3684,44,63
3685,45,63
3686,46,63
3687,47,63
3688,48,63
3689,49,63
3690,50,63
3691,51,63
3692,52,63
3693,53,63
3694,54,63
3695,55,63
3696,56,63
3697,57,63
3698,58,63
3699,59,63
3700,60,63
3701,61,63
3702,62,63
3703,63,63
3704,64,63
3705,65,63
3706,66,63
3707,67,63
3708,68,63
3709,69,63
3710,70,63
3711,71,63
3712,72,63
3713,73,63
3714,74,63
3715,75,63
3716,76,63
3717,77,63
3718,78,63
3719,79,63
3720,80,63
3721,81,63
3722,82,63
3723,83,63
3724,84,63
3725,85,63
3726,86,63
3727,87,63
3728,88,63
3729,89,63
3730,90,63
3731,91,63
3732,92,63
3733,93,63
3734,94,63
3735,95,63
3736,96,63
3737,97,63
3738,98,63
3739,99,63
3740,100,63
3741,101,63
3742,102,63
3743,104,63
3744,105,63
3745,106,63
3746,107,63
3747,108,63
3748,109,63
3749,110,63
3750,111,63
3751,112,63
3752,113,63
3753,114,63
3754,115,63
3755,116,63
3756,117,63
3757,118,63
3758,119,63
3759,120,63
3760,121,63
3761,122,63
3762,18,64
3763,19,64
3764,20,64
3765,21,64
3766,22,64
3767,24,64
3768,25,64
3769,26,64
3770,27,64
3771,28,64
3772,29,64
3773,30,64
3774,31,64
3775,32,64
3776,33,64
3777,34,64
3778,35,64
3779,36,64
3780,37,64
3781,38,64
3782,39,64
3783,40,64
3784,41,64
3785,42,64
3786,43,64
3787,44,64
3788,45,64
3789,46,64
3790,47,64
3791,48,64
3792,49,64
3793,50,64
3794,51,64
3795,52,64
3796,53,64
3797,54,64
3798,55,64
3799,56,64
3800,57,64
3801,58,64
3802,59,64
3803,60,64
3804,61,64
3805,62,64
3806,63,64
3807,64,64
3808,65,64
3809,66,64
3810,67,64
3811,68,64
3812,69,64
3813,70,64
3814,71,64
3815,72,64
3816,73,64
3817,74,64
3818,75,64
3819,76,64
3820,77,64
3821,78,64
3822,79,64
3823,80,64
3824,81,64
3825,82,64
3826,83,64
3827,84,64
3828,85,64
3829,86,64
3830,87,64
3831,88,64
3832,89,64
3833,90,64
3834,91,64
3835,92,64
3836,93,64
3837,94,64
3838,95,64
3839,96,64
3840,97,64
3841,98,64
3842,99,64
3843,100,64
3844,101,64
3845,106,64
3846,107,64
3847,108,64
3848,109,64
3849,110,64
3850,111,64
3851,112,64
3852,113,64
3853,114,64
3854,115,64
3855,116,64
3856,117,64
3857,118,64
3858,119,64
3859,120,64
3860,121,64
3861,122,64
3862,123,64
3863,18,65
3864,19,65
3865,20,65
3866,21,65
3867,22,65
3868,23,65
3869,24,65
3870,25,65
3871,26,65
3872,28,65
3873,29,65
3874,30,65
3875,31,65
3876,32,65
3877,33,65
3878,34,65
3879,35,65
3880,36,65
3881,37,65
3882,38,65
3883,39,65
3884,40,65
3885,41,65
3886,42,65
3887,43,65
3888,44,65
3889,45,65
3890,46,65
3891,47,65
3892,48,65
3893,49,65
3894,50,65
3895,51,65
3896,52,65
3897,53,65
3898,54,65
3899,55,65
3900,56,65
3901,57,65
3902,58,65
3903,59,65
3904,60,65
3905,61,65
3906,62,65
3907,63,65
3908,64,65
3909,65,65
3910,66,65
3911,67,65
3912,68,65
3913,69,65
3914,70,65
3915,71,65
3916,79,65
3917,80,65
3918,81,65
3919,82,65
3920,83,65
3921,84,65
3922,85,65
3923,86,65
3924,87,65
3925,88,65
3926,89,65
3927,90,65
3928,91,65
3929,92,65
3930,93,65
3931,94,65
3932,95,65
3933,96,65
3934,97,65
3935,98,65
3936,99,65
3937,100,65
3938,101,65
3939,105,65
3940,106,65
3941,107,65
3942,108,65
3943,109,65
3944,110,65
3945,111,65
3946,112,65
3947,113,65
3948,114,65
3949,115,65
3950,116,65
3951,117,65
3952,118,65
3953,119,65
3954,120,65
3955,121,65
3956,122,65
3957,123,65
3958,18,66
3959,19,66
3960,20,66
3961,21,66
3962,22,66
3963,23,66
3964,24,66
3965,25,66
3966,26,66
3967,27,66
3968,28,66
3969,29,66
3970,30,66
3971,31,66
3972,32,66
3973,33,66
3974,34,66
3975,35,66
3976,36,66
3977,37,66
3978,38,66
3979,39,66
3980,40,66
3981,41,66
3982,42,66
3983,43,66
3984,44,66
3985,45,66
3986,46,66
3987,47,66
3988,48,66
3989,49,66
3990,50,66
3991,51,66
3992,52,66
3993,53,66
3994,54,66
3995,55,66
3996,56,66
3997,57,66
3998,58,66
3999,59,66
4000,60,66
4001,61,66
4002,62,66
4003,63,66
4004,64,66
4005,65,66
4006,66,66
4007,67,66
4008,68,66
4009,69,66
4010,70,66
4011,75,66
4012,80,66
4013,81,66
4014,82,66
4015,83,66
4016,84,66
4017,85,66
4018,86,66
4019,87,66
4020,88,66
4021,89,66
4022,90,66
4023,91,66
4024,92,66
4025,93,66
4026,94,66
4027,95,66
4028,96,66
4029,97,66
4030,98,66
4031,99,66
4032,100,66
4033,101,66
4034,107,66
4035,108,66
4036,109,66
4037,110,66
4038,111,66
4039,112,66
4040,114,66
4041,115,66
4042,116,66
4043,117,66
4044,118,66
4045,119,66
4046,120,66
4047,121,66
4048,122,66
4049,123,66
4050,124,66
4051,19,67
4052,20,67
4053,21,67
4054,22,67
4055,23,67
4056,24,67
4057,25,67
4058,26,67
4059,27,67
4060,28,67
4061,30,67
4062,31,67
4063,32,67
4064,33,67
4065,34,67
4066,35,67
4067,36,67
4068,37,67
4069,38,67
4070,39,67
4071,40,67
4072,41,67
4073,42,67
4074,43,67
4075,44,67
4076,45,67
4077,46,67
4078,47,67
4079,48,67
4080,49,67
4081,50,67
4082,51,67
4083,52,67
4084,53,67
4085,54,67
4086,55,67
4087,56,67
4088,57,67
4089,58,67
4090,59,67
4091,60,67
4092,61,67
4093,62,67
4094,63,67
4095,64,67
4096,65,67
4097,66,67
4098,67,67
4099,68,67
4100,69,67
4101,70,67
4102,71,67
4103,72,67
4104,73,67
4105,74,67
4106,75,67
4107,76,67
4108,77,67
4109,78,67
4110,79,67
4111,80,67
4112,81,67
4113,82,67
4114,83,67
4115,84,67
4116,85,67
4117,86,67
4118,87,67
4119,88,67
4120,89,67
4121,90,67
4122,91,67
4123,92,67
4124,93,67
4125,94,67
4126,95,67
4127,96,67
4128,97,67
4129,98,67
4130,99,67
4131,100,67
4132,101,67
4133,107,67
4134,108,67
4135,109,67
4136,110,67
4137,111,67
4138,112,67
